Degree,,,
12,,1,93
3,,2,54
8,,3,31
6,,4,28
1,,5,19
29,,6,24
12,,7,20
1,,8,11
6,,9,10
4,,10,10
9,,11,6
6,,12,7
1,,13,4
6,,14,6
6,,15,1
3,,16,3
1,,17,2
18,,18,2
2,,19,2
11,,20,2
52,,21,3
14,,22,2
4,,23,
2,,24,
4,,25,2
5,,26,
4,,27,
2,,28,
1,,29,1
1,,30,
58,,31,2
4,,32,
2,,33,
2,,34,
5,,35,
19,,36,
44,,37,
54,,38,
31,,39,
21,,40,
12,,41,
5,,42,
12,,43,
22,,44,1
1,,45,
3,,46,1
22,,47,
10,,48,
9,,49,
2,,50,
1,,51,
1,,52,1
1,,53,
14,,54,1
10,,55,
20,,56,
21,,57,
20,,58,1
2,,,
10,,,
10,,,
14,,,
16,,,
6,,,
3,,,
8,,,
4,,,
7,,,
6,,,
46,,,
25,,,
31,,,
21,,,
14,,,
13,,,
9,,,
8,,,
25,,,
7,,,
12,,,
17,,,
1,,,
3,,,
2,,,
2,,,
11,,,
18,,,
12,,,
4,,,
2,,,
6,,,
14,,,
11,,,
13,,,
8,,,
10,,,
3,,,
3,,,
7,,,
11,,,
4,,,
2,,,
7,,,
3,,,
1,,,
2,,,
1,,,
7,,,
10,,,
7,,,
5,,,
2,,,
1,,,
5,,,
1,,,
7,,,
4,,,
5,,,
4,,,
6,,,
1,,,
2,,,
1,,,
1,,,
2,,,
5,,,
3,,,
10,,,
1,,,
1,,,
5,,,
3,,,
9,,,
4,,,
1,,,
4,,,
1,,,
1,,,
5,,,
6,,,
8,,,
7,,,
6,,,
1,,,
1,,,
1,,,
5,,,
5,,,
5,,,
4,,,
1,,,
3,,,
5,,,
4,,,
2,,,
1,,,
1,,,
6,,,
1,,,
7,,,
4,,,
2,,,
19,,,
8,,,
2,,,
1,,,
1,,,
3,,,
1,,,
1,,,
1,,,
2,,,
5,,,
1,,,
4,,,
1,,,
1,,,
1,,,
1,,,
1,,,
3,,,
5,,,
3,,,
1,,,
2,,,
1,,,
1,,,
2,,,
1,,,
1,,,
9,,,
7,,,
11,,,
7,,,
7,,,
3,,,
1,,,
9,,,
6,,,
7,,,
10,,,
10,,,
6,,,
1,,,
3,,,
2,,,
1,,,
7,,,
2,,,
6,,,
1,,,
6,,,
2,,,
2,,,
2,,,
2,,,
1,,,
4,,,
3,,,
3,,,
3,,,
1,,,
1,,,
4,,,
2,,,
3,,,
1,,,
2,,,
2,,,
1,,,
1,,,
3,,,
1,,,
2,,,
7,,,
2,,,
1,,,
4,,,
7,,,
3,,,
1,,,
4,,,
1,,,
8,,,
1,,,
1,,,
1,,,
4,,,
2,,,
12,,,
8,,,
4,,,
2,,,
4,,,
5,,,
2,,,
5,,,
6,,,
1,,,
8,,,
1,,,
5,,,
14,,,
8,,,
2,,,
2,,,
1,,,
7,,,
1,,,
2,,,
2,,,
1,,,
4,,,
9,,,
6,,,
1,,,
9,,,
5,,,
6,,,
6,,,
1,,,
1,,,
4,,,
4,,,
3,,,
3,,,
2,,,
3,,,
2,,,
1,,,
1,,,
3,,,
7,,,
6,,,
9,,,
4,,,
6,,,
1,,,
7,,,
9,,,
17,,,
2,,,
1,,,
1,,,
1,,,
1,,,
3,,,
1,,,
1,,,
2,,,
2,,,
16,,,
11,,,
16,,,
15,,,
10,,,
13,,,
13,,,
1,,,
2,,,
2,,,
1,,,
1,,,
8,,,
1,,,
3,,,
2,,,
1,,,
2,,,
1,,,
1,,,
1,,,
3,,,
2,,,
6,,,
6,,,
2,,,
2,,,
1,,,
3,,,
2,,,
4,,,
1,,,
1,,,
1,,,
3,,,
2,,,
2,,,
7,,,
1,,,
